,hh_village_code,hh_reserve_section,n,Question,Value,survey,topic
261,19,FORET CLASSEE,8,People who got a net through a vaccination visit,NA,test,Mosquito Nets
262,19,FORET CLASSEE,8,People who dont know where they got their net,NA,test,Mosquito Nets
263,19,FORET CLASSEE,8,People who use Permanet brand,4,test,Mosquito Nets
264,19,FORET CLASSEE,8,People who use other brands,NA,test,Mosquito Nets
265,19,FORET CLASSEE,8,People who use Yorkool,4,test,Mosquito Nets
266,19,FORET CLASSEE,8,People who use Super Moustiquaire,NA,test,Mosquito Nets
267,19,FORET CLASSEE,8,People who use Tsaralay,NA,test,Mosquito Nets
268,19,FORET CLASSEE,8,People who dont know what brand they use,NA,test,Mosquito Nets
269,19,FORET CLASSEE,8,People who use Royal Sentry,NA,test,Mosquito Nets
270,19,FORET CLASSEE,8,People who use Olyset,NA,test,Mosquito Nets
271,19,FORET CLASSEE,8,People who use Bestnet,NA,test,Mosquito Nets
272,19,FORET CLASSEE,8,People who use interceptor,NA,test,Mosquito Nets
273,2,PARCELLE I,40,Do you have a mosquito net?,40,test,Mosquito Nets
274,2,PARCELLE I,40,Do you own a net to scare mosquitos?,38,test,Mosquito Nets
275,2,PARCELLE I,40,Do you own a net to fish?,1,test,Mosquito Nets
276,2,PARCELLE I,40,Do you own a net to catch poultry?,1,test,Mosquito Nets
277,2,PARCELLE I,40,Do you own a net for other reasons?,2,test,Mosquito Nets
278,2,PARCELLE I,40,Do you avoid mosquitos with other ways?,2,test,Mosquito Nets
279,2,PARCELLE I,40,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
280,2,PARCELLE I,40,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
281,2,PARCELLE I,40,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
282,2,PARCELLE I,40,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
283,2,PARCELLE I,40,Do you use a mosquito net when you sleep?,35,test,Mosquito Nets
284,2,PARCELLE I,40,How many mosquito nets do you have?,3.3,test,Mosquito Nets
285,2,PARCELLE I,40,People who have not responded to where they got their nets,38,test,Mosquito Nets
286,2,PARCELLE I,40,People who got their nets from a street/shop/market,1,test,Mosquito Nets
287,2,PARCELLE I,40,People who got their net from a community officer,NA,test,Mosquito Nets
288,2,PARCELLE I,40,People who dont know where they got their nets,NA,test,Mosquito Nets
289,2,PARCELLE I,40,People who got their net from a public health center,NA,test,Mosquito Nets
290,2,PARCELLE I,40,People who got their net from other places,1,test,Mosquito Nets
291,2,PARCELLE I,40,People who got their net from a private health center,NA,test,Mosquito Nets
292,2,PARCELLE I,40,People who got their net through an MID campaign,37,test,Mosquito Nets
293,2,PARCELLE I,40,People who did not get a net,2,test,Mosquito Nets
294,2,PARCELLE I,40,People who got a net through CPN,1,test,Mosquito Nets
295,2,PARCELLE I,40,People who got a net through a vaccination visit,NA,test,Mosquito Nets
296,2,PARCELLE I,40,People who dont know where they got their net,NA,test,Mosquito Nets
297,2,PARCELLE I,40,People who use Permanet brand,35,test,Mosquito Nets
298,2,PARCELLE I,40,People who use other brands,NA,test,Mosquito Nets
299,2,PARCELLE I,40,People who use Yorkool,NA,test,Mosquito Nets
300,2,PARCELLE I,40,People who use Super Moustiquaire,NA,test,Mosquito Nets
301,2,PARCELLE I,40,People who use Tsaralay,NA,test,Mosquito Nets
302,2,PARCELLE I,40,People who dont know what brand they use,3,test,Mosquito Nets
303,2,PARCELLE I,40,People who use Royal Sentry,NA,test,Mosquito Nets
304,2,PARCELLE I,40,People who use Olyset,2,test,Mosquito Nets
305,2,PARCELLE I,40,People who use Bestnet,NA,test,Mosquito Nets
306,2,PARCELLE I,40,People who use interceptor,NA,test,Mosquito Nets
307,20,FORET CLASSEE,33,Do you have a mosquito net?,33,test,Mosquito Nets
308,20,FORET CLASSEE,33,Do you own a net to scare mosquitos?,33,test,Mosquito Nets
309,20,FORET CLASSEE,33,Do you own a net to fish?,0,test,Mosquito Nets
310,20,FORET CLASSEE,33,Do you own a net to catch poultry?,0,test,Mosquito Nets
311,20,FORET CLASSEE,33,Do you own a net for other reasons?,0,test,Mosquito Nets
312,20,FORET CLASSEE,33,Do you avoid mosquitos with other ways?,1,test,Mosquito Nets
313,20,FORET CLASSEE,33,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
314,20,FORET CLASSEE,33,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
315,20,FORET CLASSEE,33,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
316,20,FORET CLASSEE,33,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
317,20,FORET CLASSEE,33,Do you use a mosquito net when you sleep?,29,test,Mosquito Nets
318,20,FORET CLASSEE,33,How many mosquito nets do you have?,2.090909091,test,Mosquito Nets
319,20,FORET CLASSEE,33,People who have not responded to where they got their nets,31,test,Mosquito Nets
320,20,FORET CLASSEE,33,People who got their nets from a street/shop/market,2,test,Mosquito Nets
321,20,FORET CLASSEE,33,People who got their net from a community officer,NA,test,Mosquito Nets
322,20,FORET CLASSEE,33,People who dont know where they got their nets,NA,test,Mosquito Nets
323,20,FORET CLASSEE,33,People who got their net from a public health center,NA,test,Mosquito Nets
324,20,FORET CLASSEE,33,People who got their net from other places,NA,test,Mosquito Nets
325,20,FORET CLASSEE,33,People who got their net from a private health center,NA,test,Mosquito Nets
326,20,FORET CLASSEE,33,People who got their net through an MID campaign,31,test,Mosquito Nets
327,20,FORET CLASSEE,33,People who did not get a net,2,test,Mosquito Nets
328,20,FORET CLASSEE,33,People who got a net through CPN,NA,test,Mosquito Nets
329,20,FORET CLASSEE,33,People who got a net through a vaccination visit,NA,test,Mosquito Nets
330,20,FORET CLASSEE,33,People who dont know where they got their net,NA,test,Mosquito Nets
331,20,FORET CLASSEE,33,People who use Permanet brand,31,test,Mosquito Nets
332,20,FORET CLASSEE,33,People who use other brands,NA,test,Mosquito Nets
333,20,FORET CLASSEE,33,People who use Yorkool,NA,test,Mosquito Nets
334,20,FORET CLASSEE,33,People who use Super Moustiquaire,1,test,Mosquito Nets
335,20,FORET CLASSEE,33,People who use Tsaralay,NA,test,Mosquito Nets
336,20,FORET CLASSEE,33,People who dont know what brand they use,1,test,Mosquito Nets
337,20,FORET CLASSEE,33,People who use Royal Sentry,NA,test,Mosquito Nets
338,20,FORET CLASSEE,33,People who use Olyset,NA,test,Mosquito Nets
339,20,FORET CLASSEE,33,People who use Bestnet,NA,test,Mosquito Nets
340,20,FORET CLASSEE,33,People who use interceptor,NA,test,Mosquito Nets
341,21,FORET CLASSEE,83,Do you have a mosquito net?,83,test,Mosquito Nets
342,21,FORET CLASSEE,83,Do you own a net to scare mosquitos?,83,test,Mosquito Nets
343,21,FORET CLASSEE,83,Do you own a net to fish?,0,test,Mosquito Nets
344,21,FORET CLASSEE,83,Do you own a net to catch poultry?,0,test,Mosquito Nets
345,21,FORET CLASSEE,83,Do you own a net for other reasons?,6,test,Mosquito Nets
346,21,FORET CLASSEE,83,Do you avoid mosquitos with other ways?,0,test,Mosquito Nets
347,21,FORET CLASSEE,83,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
348,21,FORET CLASSEE,83,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
349,21,FORET CLASSEE,83,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
350,21,FORET CLASSEE,83,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
351,21,FORET CLASSEE,83,Do you use a mosquito net when you sleep?,70,test,Mosquito Nets
352,21,FORET CLASSEE,83,How many mosquito nets do you have?,2.13253012,test,Mosquito Nets
353,21,FORET CLASSEE,83,People who have not responded to where they got their nets,83,test,Mosquito Nets
354,21,FORET CLASSEE,83,People who got their nets from a street/shop/market,NA,test,Mosquito Nets
355,21,FORET CLASSEE,83,People who got their net from a community officer,NA,test,Mosquito Nets
356,21,FORET CLASSEE,83,People who dont know where they got their nets,NA,test,Mosquito Nets
357,21,FORET CLASSEE,83,People who got their net from a public health center,NA,test,Mosquito Nets
358,21,FORET CLASSEE,83,People who got their net from other places,NA,test,Mosquito Nets
359,21,FORET CLASSEE,83,People who got their net from a private health center,NA,test,Mosquito Nets
360,21,FORET CLASSEE,83,People who got their net through an MID campaign,82,test,Mosquito Nets
361,21,FORET CLASSEE,83,People who did not get a net,NA,test,Mosquito Nets
362,21,FORET CLASSEE,83,People who got a net through CPN,1,test,Mosquito Nets
363,21,FORET CLASSEE,83,People who got a net through a vaccination visit,NA,test,Mosquito Nets
364,21,FORET CLASSEE,83,People who dont know where they got their net,NA,test,Mosquito Nets
365,21,FORET CLASSEE,83,People who use Permanet brand,77,test,Mosquito Nets
366,21,FORET CLASSEE,83,People who use other brands,NA,test,Mosquito Nets
367,21,FORET CLASSEE,83,People who use Yorkool,5,test,Mosquito Nets
368,21,FORET CLASSEE,83,People who use Super Moustiquaire,NA,test,Mosquito Nets
369,21,FORET CLASSEE,83,People who use Tsaralay,NA,test,Mosquito Nets
370,21,FORET CLASSEE,83,People who dont know what brand they use,NA,test,Mosquito Nets
371,21,FORET CLASSEE,83,People who use Royal Sentry,NA,test,Mosquito Nets
372,21,FORET CLASSEE,83,People who use Olyset,1,test,Mosquito Nets
373,21,FORET CLASSEE,83,People who use Bestnet,NA,test,Mosquito Nets
374,21,FORET CLASSEE,83,People who use interceptor,NA,test,Mosquito Nets
375,23,PARCELLE II/LITTORALE,55,Do you have a mosquito net?,55,test,Mosquito Nets
376,23,PARCELLE II/LITTORALE,55,Do you own a net to scare mosquitos?,47,test,Mosquito Nets
377,23,PARCELLE II/LITTORALE,55,Do you own a net to fish?,13,test,Mosquito Nets
378,23,PARCELLE II/LITTORALE,55,Do you own a net to catch poultry?,11,test,Mosquito Nets
379,23,PARCELLE II/LITTORALE,55,Do you own a net for other reasons?,4,test,Mosquito Nets
380,23,PARCELLE II/LITTORALE,55,Do you avoid mosquitos with other ways?,4,test,Mosquito Nets
381,23,PARCELLE II/LITTORALE,55,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
382,23,PARCELLE II/LITTORALE,55,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
383,23,PARCELLE II/LITTORALE,55,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
384,23,PARCELLE II/LITTORALE,55,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
385,23,PARCELLE II/LITTORALE,55,Do you use a mosquito net when you sleep?,43,test,Mosquito Nets
386,23,PARCELLE II/LITTORALE,55,How many mosquito nets do you have?,2.454545455,test,Mosquito Nets
387,23,PARCELLE II/LITTORALE,55,People who have not responded to where they got their nets,51,test,Mosquito Nets
388,23,PARCELLE II/LITTORALE,55,People who got their nets from a street/shop/market,2,test,Mosquito Nets
389,23,PARCELLE II/LITTORALE,55,People who got their net from a community officer,1,test,Mosquito Nets
390,23,PARCELLE II/LITTORALE,55,People who dont know where they got their nets,1,test,Mosquito Nets
391,23,PARCELLE II/LITTORALE,55,People who got their net from a public health center,NA,test,Mosquito Nets
392,23,PARCELLE II/LITTORALE,55,People who got their net from other places,NA,test,Mosquito Nets
393,23,PARCELLE II/LITTORALE,55,People who got their net from a private health center,NA,test,Mosquito Nets
394,23,PARCELLE II/LITTORALE,55,People who got their net through an MID campaign,46,test,Mosquito Nets
395,23,PARCELLE II/LITTORALE,55,People who did not get a net,2,test,Mosquito Nets
396,23,PARCELLE II/LITTORALE,55,People who got a net through CPN,1,test,Mosquito Nets
397,23,PARCELLE II/LITTORALE,55,People who got a net through a vaccination visit,4,test,Mosquito Nets
398,23,PARCELLE II/LITTORALE,55,People who dont know where they got their net,2,test,Mosquito Nets
399,23,PARCELLE II/LITTORALE,55,People who use Permanet brand,48,test,Mosquito Nets
400,23,PARCELLE II/LITTORALE,55,People who use other brands,NA,test,Mosquito Nets
401,23,PARCELLE II/LITTORALE,55,People who use Yorkool,NA,test,Mosquito Nets
402,23,PARCELLE II/LITTORALE,55,People who use Super Moustiquaire,NA,test,Mosquito Nets
403,23,PARCELLE II/LITTORALE,55,People who use Tsaralay,2,test,Mosquito Nets
404,23,PARCELLE II/LITTORALE,55,People who dont know what brand they use,5,test,Mosquito Nets
405,23,PARCELLE II/LITTORALE,55,People who use Royal Sentry,NA,test,Mosquito Nets
406,23,PARCELLE II/LITTORALE,55,People who use Olyset,NA,test,Mosquito Nets
407,23,PARCELLE II/LITTORALE,55,People who use Bestnet,NA,test,Mosquito Nets
408,23,PARCELLE II/LITTORALE,55,People who use interceptor,NA,test,Mosquito Nets
409,24,PARCELLE II/LITTORALE,35,Do you have a mosquito net?,35,test,Mosquito Nets
410,24,PARCELLE II/LITTORALE,35,Do you own a net to scare mosquitos?,35,test,Mosquito Nets
411,24,PARCELLE II/LITTORALE,35,Do you own a net to fish?,1,test,Mosquito Nets
412,24,PARCELLE II/LITTORALE,35,Do you own a net to catch poultry?,4,test,Mosquito Nets
413,24,PARCELLE II/LITTORALE,35,Do you own a net for other reasons?,0,test,Mosquito Nets
414,24,PARCELLE II/LITTORALE,35,Do you avoid mosquitos with other ways?,3,test,Mosquito Nets
415,24,PARCELLE II/LITTORALE,35,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
416,24,PARCELLE II/LITTORALE,35,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
417,24,PARCELLE II/LITTORALE,35,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
418,24,PARCELLE II/LITTORALE,35,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
419,24,PARCELLE II/LITTORALE,35,Do you use a mosquito net when you sleep?,31,test,Mosquito Nets
420,24,PARCELLE II/LITTORALE,35,How many mosquito nets do you have?,2.371428571,test,Mosquito Nets
421,24,PARCELLE II/LITTORALE,35,People who have not responded to where they got their nets,34,test,Mosquito Nets
422,24,PARCELLE II/LITTORALE,35,People who got their nets from a street/shop/market,NA,test,Mosquito Nets
423,24,PARCELLE II/LITTORALE,35,People who got their net from a community officer,NA,test,Mosquito Nets
424,24,PARCELLE II/LITTORALE,35,People who dont know where they got their nets,NA,test,Mosquito Nets
425,24,PARCELLE II/LITTORALE,35,People who got their net from a public health center,NA,test,Mosquito Nets
426,24,PARCELLE II/LITTORALE,35,People who got their net from other places,1,test,Mosquito Nets
427,24,PARCELLE II/LITTORALE,35,People who got their net from a private health center,NA,test,Mosquito Nets
428,24,PARCELLE II/LITTORALE,35,People who got their net through an MID campaign,33,test,Mosquito Nets
429,24,PARCELLE II/LITTORALE,35,People who did not get a net,NA,test,Mosquito Nets
430,24,PARCELLE II/LITTORALE,35,People who got a net through CPN,1,test,Mosquito Nets
431,24,PARCELLE II/LITTORALE,35,People who got a net through a vaccination visit,NA,test,Mosquito Nets
432,24,PARCELLE II/LITTORALE,35,People who dont know where they got their net,1,test,Mosquito Nets
433,24,PARCELLE II/LITTORALE,35,People who use Permanet brand,34,test,Mosquito Nets
434,24,PARCELLE II/LITTORALE,35,People who use other brands,NA,test,Mosquito Nets
435,24,PARCELLE II/LITTORALE,35,People who use Yorkool,NA,test,Mosquito Nets
436,24,PARCELLE II/LITTORALE,35,People who use Super Moustiquaire,NA,test,Mosquito Nets
437,24,PARCELLE II/LITTORALE,35,People who use Tsaralay,NA,test,Mosquito Nets
438,24,PARCELLE II/LITTORALE,35,People who dont know what brand they use,1,test,Mosquito Nets
439,24,PARCELLE II/LITTORALE,35,People who use Royal Sentry,NA,test,Mosquito Nets
440,24,PARCELLE II/LITTORALE,35,People who use Olyset,NA,test,Mosquito Nets
441,24,PARCELLE II/LITTORALE,35,People who use Bestnet,NA,test,Mosquito Nets
442,24,PARCELLE II/LITTORALE,35,People who use interceptor,NA,test,Mosquito Nets
443,25,PARCELLE II/LITTORALE,109,Do you have a mosquito net?,109,test,Mosquito Nets
444,25,PARCELLE II/LITTORALE,109,Do you own a net to scare mosquitos?,105,test,Mosquito Nets
445,25,PARCELLE II/LITTORALE,109,Do you own a net to fish?,0,test,Mosquito Nets
446,25,PARCELLE II/LITTORALE,109,Do you own a net to catch poultry?,4,test,Mosquito Nets
447,25,PARCELLE II/LITTORALE,109,Do you own a net for other reasons?,0,test,Mosquito Nets
448,25,PARCELLE II/LITTORALE,109,Do you avoid mosquitos with other ways?,5,test,Mosquito Nets
449,25,PARCELLE II/LITTORALE,109,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
450,25,PARCELLE II/LITTORALE,109,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
451,25,PARCELLE II/LITTORALE,109,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
452,25,PARCELLE II/LITTORALE,109,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
453,25,PARCELLE II/LITTORALE,109,Do you use a mosquito net when you sleep?,97,test,Mosquito Nets
454,25,PARCELLE II/LITTORALE,109,How many mosquito nets do you have?,2.321100917,test,Mosquito Nets
455,25,PARCELLE II/LITTORALE,109,People who have not responded to where they got their nets,96,test,Mosquito Nets
456,25,PARCELLE II/LITTORALE,109,People who got their nets from a street/shop/market,10,test,Mosquito Nets
457,25,PARCELLE II/LITTORALE,109,People who got their net from a community officer,2,test,Mosquito Nets
458,25,PARCELLE II/LITTORALE,109,People who dont know where they got their nets,NA,test,Mosquito Nets
459,25,PARCELLE II/LITTORALE,109,People who got their net from a public health center,NA,test,Mosquito Nets
460,25,PARCELLE II/LITTORALE,109,People who got their net from other places,NA,test,Mosquito Nets
461,25,PARCELLE II/LITTORALE,109,People who got their net from a private health center,1,test,Mosquito Nets
462,25,PARCELLE II/LITTORALE,109,People who got their net through an MID campaign,92,test,Mosquito Nets
463,25,PARCELLE II/LITTORALE,109,People who did not get a net,13,test,Mosquito Nets
464,25,PARCELLE II/LITTORALE,109,People who got a net through CPN,2,test,Mosquito Nets
465,25,PARCELLE II/LITTORALE,109,People who got a net through a vaccination visit,2,test,Mosquito Nets
466,25,PARCELLE II/LITTORALE,109,People who dont know where they got their net,NA,test,Mosquito Nets
467,25,PARCELLE II/LITTORALE,109,People who use Permanet brand,56,test,Mosquito Nets
468,25,PARCELLE II/LITTORALE,109,People who use other brands,22,test,Mosquito Nets
469,25,PARCELLE II/LITTORALE,109,People who use Yorkool,1,test,Mosquito Nets
470,25,PARCELLE II/LITTORALE,109,People who use Super Moustiquaire,9,test,Mosquito Nets
471,25,PARCELLE II/LITTORALE,109,People who use Tsaralay,NA,test,Mosquito Nets
472,25,PARCELLE II/LITTORALE,109,People who dont know what brand they use,19,test,Mosquito Nets
473,25,PARCELLE II/LITTORALE,109,People who use Royal Sentry,NA,test,Mosquito Nets
474,25,PARCELLE II/LITTORALE,109,People who use Olyset,2,test,Mosquito Nets
475,25,PARCELLE II/LITTORALE,109,People who use Bestnet,NA,test,Mosquito Nets
476,25,PARCELLE II/LITTORALE,109,People who use interceptor,NA,test,Mosquito Nets
477,26,PARCELLE II/LITTORALE,106,Do you have a mosquito net?,106,test,Mosquito Nets
478,26,PARCELLE II/LITTORALE,106,Do you own a net to scare mosquitos?,105,test,Mosquito Nets
479,26,PARCELLE II/LITTORALE,106,Do you own a net to fish?,4,test,Mosquito Nets
480,26,PARCELLE II/LITTORALE,106,Do you own a net to catch poultry?,0,test,Mosquito Nets
481,26,PARCELLE II/LITTORALE,106,Do you own a net for other reasons?,10,test,Mosquito Nets
482,26,PARCELLE II/LITTORALE,106,Do you avoid mosquitos with other ways?,3,test,Mosquito Nets
483,26,PARCELLE II/LITTORALE,106,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
484,26,PARCELLE II/LITTORALE,106,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
485,26,PARCELLE II/LITTORALE,106,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
486,26,PARCELLE II/LITTORALE,106,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
487,26,PARCELLE II/LITTORALE,106,Do you use a mosquito net when you sleep?,99,test,Mosquito Nets
488,26,PARCELLE II/LITTORALE,106,How many mosquito nets do you have?,2.301886792,test,Mosquito Nets
489,26,PARCELLE II/LITTORALE,106,People who have not responded to where they got their nets,101,test,Mosquito Nets
490,26,PARCELLE II/LITTORALE,106,People who got their nets from a street/shop/market,5,test,Mosquito Nets
491,26,PARCELLE II/LITTORALE,106,People who got their net from a community officer,NA,test,Mosquito Nets
492,26,PARCELLE II/LITTORALE,106,People who dont know where they got their nets,NA,test,Mosquito Nets
493,26,PARCELLE II/LITTORALE,106,People who got their net from a public health center,NA,test,Mosquito Nets
494,26,PARCELLE II/LITTORALE,106,People who got their net from other places,NA,test,Mosquito Nets
495,26,PARCELLE II/LITTORALE,106,People who got their net from a private health center,NA,test,Mosquito Nets
496,26,PARCELLE II/LITTORALE,106,People who got their net through an MID campaign,99,test,Mosquito Nets
497,26,PARCELLE II/LITTORALE,106,People who did not get a net,5,test,Mosquito Nets
498,26,PARCELLE II/LITTORALE,106,People who got a net through CPN,2,test,Mosquito Nets
499,26,PARCELLE II/LITTORALE,106,People who got a net through a vaccination visit,NA,test,Mosquito Nets
500,26,PARCELLE II/LITTORALE,106,People who dont know where they got their net,NA,test,Mosquito Nets
501,26,PARCELLE II/LITTORALE,106,People who use Permanet brand,99,test,Mosquito Nets
502,26,PARCELLE II/LITTORALE,106,People who use other brands,2,test,Mosquito Nets
503,26,PARCELLE II/LITTORALE,106,People who use Yorkool,2,test,Mosquito Nets
504,26,PARCELLE II/LITTORALE,106,People who use Super Moustiquaire,1,test,Mosquito Nets
505,26,PARCELLE II/LITTORALE,106,People who use Tsaralay,NA,test,Mosquito Nets
506,26,PARCELLE II/LITTORALE,106,People who dont know what brand they use,2,test,Mosquito Nets
507,26,PARCELLE II/LITTORALE,106,People who use Royal Sentry,NA,test,Mosquito Nets
508,26,PARCELLE II/LITTORALE,106,People who use Olyset,NA,test,Mosquito Nets
