,hh_village_code,hh_reserve_section,n,Question,Value,survey,topic
750,35,PARCELLE I,121,Do you own a net to scare mosquitos?,121,test,Mosquito Nets
751,35,PARCELLE I,121,Do you own a net to fish?,3,test,Mosquito Nets
752,35,PARCELLE I,121,Do you own a net to catch poultry?,0,test,Mosquito Nets
753,35,PARCELLE I,121,Do you own a net for other reasons?,0,test,Mosquito Nets
754,35,PARCELLE I,121,Do you avoid mosquitos with other ways?,1,test,Mosquito Nets
755,35,PARCELLE I,121,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
756,35,PARCELLE I,121,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
757,35,PARCELLE I,121,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
758,35,PARCELLE I,121,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
759,35,PARCELLE I,121,Do you use a mosquito net when you sleep?,113,test,Mosquito Nets
760,35,PARCELLE I,121,How many mosquito nets do you have?,2.190082645,test,Mosquito Nets
761,35,PARCELLE I,121,People who have not responded to where they got their nets,79,test,Mosquito Nets
762,35,PARCELLE I,121,People who got their nets from a street/shop/market,40,test,Mosquito Nets
763,35,PARCELLE I,121,People who got their net from a community officer,2,test,Mosquito Nets
764,35,PARCELLE I,121,People who dont know where they got their nets,NA,test,Mosquito Nets
765,35,PARCELLE I,121,People who got their net from a public health center,NA,test,Mosquito Nets
766,35,PARCELLE I,121,People who got their net from other places,NA,test,Mosquito Nets
767,35,PARCELLE I,121,People who got their net from a private health center,NA,test,Mosquito Nets
768,35,PARCELLE I,121,People who got their net through an MID campaign,74,test,Mosquito Nets
769,35,PARCELLE I,121,People who did not get a net,42,test,Mosquito Nets
770,35,PARCELLE I,121,People who got a net through CPN,5,test,Mosquito Nets
771,35,PARCELLE I,121,People who got a net through a vaccination visit,NA,test,Mosquito Nets
772,35,PARCELLE I,121,People who dont know where they got their net,NA,test,Mosquito Nets
773,35,PARCELLE I,121,People who use Permanet brand,105,test,Mosquito Nets
774,35,PARCELLE I,121,People who use other brands,1,test,Mosquito Nets
775,35,PARCELLE I,121,People who use Yorkool,2,test,Mosquito Nets
776,35,PARCELLE I,121,People who use Super Moustiquaire,4,test,Mosquito Nets
777,35,PARCELLE I,121,People who use Tsaralay,2,test,Mosquito Nets
778,35,PARCELLE I,121,People who dont know what brand they use,7,test,Mosquito Nets
779,35,PARCELLE I,121,People who use Royal Sentry,NA,test,Mosquito Nets
780,35,PARCELLE I,121,People who use Olyset,NA,test,Mosquito Nets
781,35,PARCELLE I,121,People who use Bestnet,NA,test,Mosquito Nets
782,35,PARCELLE I,121,People who use interceptor,NA,test,Mosquito Nets
783,36,PARCELLE I,69,Do you have a mosquito net?,69,test,Mosquito Nets
784,36,PARCELLE I,69,Do you own a net to scare mosquitos?,66,test,Mosquito Nets
785,36,PARCELLE I,69,Do you own a net to fish?,0,test,Mosquito Nets
786,36,PARCELLE I,69,Do you own a net to catch poultry?,0,test,Mosquito Nets
787,36,PARCELLE I,69,Do you own a net for other reasons?,3,test,Mosquito Nets
788,36,PARCELLE I,69,Do you avoid mosquitos with other ways?,7,test,Mosquito Nets
789,36,PARCELLE I,69,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
790,36,PARCELLE I,69,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
791,36,PARCELLE I,69,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
792,36,PARCELLE I,69,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
793,36,PARCELLE I,69,Do you use a mosquito net when you sleep?,59,test,Mosquito Nets
794,36,PARCELLE I,69,How many mosquito nets do you have?,2.797101449,test,Mosquito Nets
795,36,PARCELLE I,69,People who have not responded to where they got their nets,65,test,Mosquito Nets
796,36,PARCELLE I,69,People who got their nets from a street/shop/market,3,test,Mosquito Nets
797,36,PARCELLE I,69,People who got their net from a community officer,NA,test,Mosquito Nets
798,36,PARCELLE I,69,People who dont know where they got their nets,NA,test,Mosquito Nets
799,36,PARCELLE I,69,People who got their net from a public health center,NA,test,Mosquito Nets
800,36,PARCELLE I,69,People who got their net from other places,1,test,Mosquito Nets
801,36,PARCELLE I,69,People who got their net from a private health center,NA,test,Mosquito Nets
802,36,PARCELLE I,69,People who got their net through an MID campaign,64,test,Mosquito Nets
803,36,PARCELLE I,69,People who did not get a net,4,test,Mosquito Nets
804,36,PARCELLE I,69,People who got a net through CPN,1,test,Mosquito Nets
805,36,PARCELLE I,69,People who got a net through a vaccination visit,NA,test,Mosquito Nets
806,36,PARCELLE I,69,People who dont know where they got their net,NA,test,Mosquito Nets
807,36,PARCELLE I,69,People who use Permanet brand,64,test,Mosquito Nets
808,36,PARCELLE I,69,People who use other brands,NA,test,Mosquito Nets
809,36,PARCELLE I,69,People who use Yorkool,2,test,Mosquito Nets
810,36,PARCELLE I,69,People who use Super Moustiquaire,NA,test,Mosquito Nets
811,36,PARCELLE I,69,People who use Tsaralay,NA,test,Mosquito Nets
812,36,PARCELLE I,69,People who dont know what brand they use,1,test,Mosquito Nets
813,36,PARCELLE I,69,People who use Royal Sentry,NA,test,Mosquito Nets
814,36,PARCELLE I,69,People who use Olyset,2,test,Mosquito Nets
815,36,PARCELLE I,69,People who use Bestnet,NA,test,Mosquito Nets
816,36,PARCELLE I,69,People who use interceptor,NA,test,Mosquito Nets
817,4,PARCELLE I,137,Do you have a mosquito net?,137,test,Mosquito Nets
818,4,PARCELLE I,137,Do you own a net to scare mosquitos?,135,test,Mosquito Nets
819,4,PARCELLE I,137,Do you own a net to fish?,0,test,Mosquito Nets
820,4,PARCELLE I,137,Do you own a net to catch poultry?,0,test,Mosquito Nets
821,4,PARCELLE I,137,Do you own a net for other reasons?,6,test,Mosquito Nets
822,4,PARCELLE I,137,Do you avoid mosquitos with other ways?,2,test,Mosquito Nets
823,4,PARCELLE I,137,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
824,4,PARCELLE I,137,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
825,4,PARCELLE I,137,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
826,4,PARCELLE I,137,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
827,4,PARCELLE I,137,Do you use a mosquito net when you sleep?,129,test,Mosquito Nets
828,4,PARCELLE I,137,How many mosquito nets do you have?,2.576642336,test,Mosquito Nets
829,4,PARCELLE I,137,People who have not responded to where they got their nets,135,test,Mosquito Nets
830,4,PARCELLE I,137,People who got their nets from a street/shop/market,2,test,Mosquito Nets
831,4,PARCELLE I,137,People who got their net from a community officer,NA,test,Mosquito Nets
832,4,PARCELLE I,137,People who dont know where they got their nets,NA,test,Mosquito Nets
833,4,PARCELLE I,137,People who got their net from a public health center,NA,test,Mosquito Nets
834,4,PARCELLE I,137,People who got their net from other places,NA,test,Mosquito Nets
835,4,PARCELLE I,137,People who got their net from a private health center,NA,test,Mosquito Nets
836,4,PARCELLE I,137,People who got their net through an MID campaign,135,test,Mosquito Nets
837,4,PARCELLE I,137,People who did not get a net,2,test,Mosquito Nets
838,4,PARCELLE I,137,People who got a net through CPN,NA,test,Mosquito Nets
839,4,PARCELLE I,137,People who got a net through a vaccination visit,NA,test,Mosquito Nets
840,4,PARCELLE I,137,People who dont know where they got their net,NA,test,Mosquito Nets
841,4,PARCELLE I,137,People who use Permanet brand,100,test,Mosquito Nets
842,4,PARCELLE I,137,People who use other brands,1,test,Mosquito Nets
843,4,PARCELLE I,137,People who use Yorkool,13,test,Mosquito Nets
844,4,PARCELLE I,137,People who use Super Moustiquaire,15,test,Mosquito Nets
845,4,PARCELLE I,137,People who use Tsaralay,NA,test,Mosquito Nets
846,4,PARCELLE I,137,People who dont know what brand they use,5,test,Mosquito Nets
847,4,PARCELLE I,137,People who use Royal Sentry,NA,test,Mosquito Nets
848,4,PARCELLE I,137,People who use Olyset,3,test,Mosquito Nets
849,4,PARCELLE I,137,People who use Bestnet,NA,test,Mosquito Nets
850,4,PARCELLE I,137,People who use interceptor,NA,test,Mosquito Nets
851,5,PARCELLE I,118,Do you have a mosquito net?,118,test,Mosquito Nets
852,5,PARCELLE I,118,Do you own a net to scare mosquitos?,117,test,Mosquito Nets
853,5,PARCELLE I,118,Do you own a net to fish?,0,test,Mosquito Nets
854,5,PARCELLE I,118,Do you own a net to catch poultry?,4,test,Mosquito Nets
855,5,PARCELLE I,118,Do you own a net for other reasons?,13,test,Mosquito Nets
856,5,PARCELLE I,118,Do you avoid mosquitos with other ways?,0,test,Mosquito Nets
857,5,PARCELLE I,118,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
858,5,PARCELLE I,118,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
859,5,PARCELLE I,118,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
860,5,PARCELLE I,118,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
861,5,PARCELLE I,118,Do you use a mosquito net when you sleep?,105,test,Mosquito Nets
862,5,PARCELLE I,118,How many mosquito nets do you have?,1.881355932,test,Mosquito Nets
863,5,PARCELLE I,118,People who have not responded to where they got their nets,118,test,Mosquito Nets
864,5,PARCELLE I,118,People who got their nets from a street/shop/market,NA,test,Mosquito Nets
865,5,PARCELLE I,118,People who got their net from a community officer,NA,test,Mosquito Nets
866,5,PARCELLE I,118,People who dont know where they got their nets,NA,test,Mosquito Nets
867,5,PARCELLE I,118,People who got their net from a public health center,NA,test,Mosquito Nets
868,5,PARCELLE I,118,People who got their net from other places,NA,test,Mosquito Nets
869,5,PARCELLE I,118,People who got their net from a private health center,NA,test,Mosquito Nets
870,5,PARCELLE I,118,People who got their net through an MID campaign,118,test,Mosquito Nets
871,5,PARCELLE I,118,People who did not get a net,NA,test,Mosquito Nets
872,5,PARCELLE I,118,People who got a net through CPN,NA,test,Mosquito Nets
873,5,PARCELLE I,118,People who got a net through a vaccination visit,NA,test,Mosquito Nets
874,5,PARCELLE I,118,People who dont know where they got their net,NA,test,Mosquito Nets
875,5,PARCELLE I,118,People who use Permanet brand,110,test,Mosquito Nets
876,5,PARCELLE I,118,People who use other brands,NA,test,Mosquito Nets
877,5,PARCELLE I,118,People who use Yorkool,NA,test,Mosquito Nets
878,5,PARCELLE I,118,People who use Super Moustiquaire,1,test,Mosquito Nets
879,5,PARCELLE I,118,People who use Tsaralay,NA,test,Mosquito Nets
880,5,PARCELLE I,118,People who dont know what brand they use,7,test,Mosquito Nets
881,5,PARCELLE I,118,People who use Royal Sentry,NA,test,Mosquito Nets
882,5,PARCELLE I,118,People who use Olyset,NA,test,Mosquito Nets
883,5,PARCELLE I,118,People who use Bestnet,NA,test,Mosquito Nets
884,5,PARCELLE I,118,People who use interceptor,NA,test,Mosquito Nets
885,6,PARCELLE I,36,Do you have a mosquito net?,36,test,Mosquito Nets
886,6,PARCELLE I,36,Do you own a net to scare mosquitos?,36,test,Mosquito Nets
887,6,PARCELLE I,36,Do you own a net to fish?,0,test,Mosquito Nets
888,6,PARCELLE I,36,Do you own a net to catch poultry?,0,test,Mosquito Nets
889,6,PARCELLE I,36,Do you own a net for other reasons?,0,test,Mosquito Nets
890,6,PARCELLE I,36,Do you avoid mosquitos with other ways?,0,test,Mosquito Nets
891,6,PARCELLE I,36,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
892,6,PARCELLE I,36,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
893,6,PARCELLE I,36,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
894,6,PARCELLE I,36,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
895,6,PARCELLE I,36,Do you use a mosquito net when you sleep?,36,test,Mosquito Nets
896,6,PARCELLE I,36,How many mosquito nets do you have?,2.5,test,Mosquito Nets
897,6,PARCELLE I,36,People who have not responded to where they got their nets,32,test,Mosquito Nets
898,6,PARCELLE I,36,People who got their nets from a street/shop/market,4,test,Mosquito Nets
899,6,PARCELLE I,36,People who got their net from a community officer,NA,test,Mosquito Nets
900,6,PARCELLE I,36,People who dont know where they got their nets,NA,test,Mosquito Nets
901,6,PARCELLE I,36,People who got their net from a public health center,NA,test,Mosquito Nets
902,6,PARCELLE I,36,People who got their net from other places,NA,test,Mosquito Nets
903,6,PARCELLE I,36,People who got their net from a private health center,NA,test,Mosquito Nets
904,6,PARCELLE I,36,People who got their net through an MID campaign,32,test,Mosquito Nets
905,6,PARCELLE I,36,People who did not get a net,4,test,Mosquito Nets
906,6,PARCELLE I,36,People who got a net through CPN,NA,test,Mosquito Nets
907,6,PARCELLE I,36,People who got a net through a vaccination visit,NA,test,Mosquito Nets
908,6,PARCELLE I,36,People who dont know where they got their net,NA,test,Mosquito Nets
909,6,PARCELLE I,36,People who use Permanet brand,34,test,Mosquito Nets
910,6,PARCELLE I,36,People who use other brands,NA,test,Mosquito Nets
911,6,PARCELLE I,36,People who use Yorkool,1,test,Mosquito Nets
912,6,PARCELLE I,36,People who use Super Moustiquaire,1,test,Mosquito Nets
913,6,PARCELLE I,36,People who use Tsaralay,NA,test,Mosquito Nets
914,6,PARCELLE I,36,People who dont know what brand they use,NA,test,Mosquito Nets
915,6,PARCELLE I,36,People who use Royal Sentry,NA,test,Mosquito Nets
916,6,PARCELLE I,36,People who use Olyset,NA,test,Mosquito Nets
917,6,PARCELLE I,36,People who use Bestnet,NA,test,Mosquito Nets
918,6,PARCELLE I,36,People who use interceptor,NA,test,Mosquito Nets
919,7,PARCELLE I,50,Do you have a mosquito net?,50,test,Mosquito Nets
920,7,PARCELLE I,50,Do you own a net to scare mosquitos?,50,test,Mosquito Nets
921,7,PARCELLE I,50,Do you own a net to fish?,3,test,Mosquito Nets
922,7,PARCELLE I,50,Do you own a net to catch poultry?,2,test,Mosquito Nets
923,7,PARCELLE I,50,Do you own a net for other reasons?,3,test,Mosquito Nets
924,7,PARCELLE I,50,Do you avoid mosquitos with other ways?,1,test,Mosquito Nets
925,7,PARCELLE I,50,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
926,7,PARCELLE I,50,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
927,7,PARCELLE I,50,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
928,7,PARCELLE I,50,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
929,7,PARCELLE I,50,Do you use a mosquito net when you sleep?,49,test,Mosquito Nets
930,7,PARCELLE I,50,How many mosquito nets do you have?,2.6,test,Mosquito Nets
931,7,PARCELLE I,50,People who have not responded to where they got their nets,49,test,Mosquito Nets
932,7,PARCELLE I,50,People who got their nets from a street/shop/market,1,test,Mosquito Nets
933,7,PARCELLE I,50,People who got their net from a community officer,NA,test,Mosquito Nets
934,7,PARCELLE I,50,People who dont know where they got their nets,NA,test,Mosquito Nets
935,7,PARCELLE I,50,People who got their net from a public health center,NA,test,Mosquito Nets
936,7,PARCELLE I,50,People who got their net from other places,NA,test,Mosquito Nets
937,7,PARCELLE I,50,People who got their net from a private health center,NA,test,Mosquito Nets
938,7,PARCELLE I,50,People who got their net through an MID campaign,49,test,Mosquito Nets
939,7,PARCELLE I,50,People who did not get a net,1,test,Mosquito Nets
940,7,PARCELLE I,50,People who got a net through CPN,NA,test,Mosquito Nets
941,7,PARCELLE I,50,People who got a net through a vaccination visit,NA,test,Mosquito Nets
942,7,PARCELLE I,50,People who dont know where they got their net,NA,test,Mosquito Nets
943,7,PARCELLE I,50,People who use Permanet brand,49,test,Mosquito Nets
944,7,PARCELLE I,50,People who use other brands,NA,test,Mosquito Nets
945,7,PARCELLE I,50,People who use Yorkool,NA,test,Mosquito Nets
946,7,PARCELLE I,50,People who use Super Moustiquaire,1,test,Mosquito Nets
947,7,PARCELLE I,50,People who use Tsaralay,NA,test,Mosquito Nets
948,7,PARCELLE I,50,People who dont know what brand they use,NA,test,Mosquito Nets
949,7,PARCELLE I,50,People who use Royal Sentry,NA,test,Mosquito Nets
950,7,PARCELLE I,50,People who use Olyset,NA,test,Mosquito Nets
951,7,PARCELLE I,50,People who use Bestnet,NA,test,Mosquito Nets
952,7,PARCELLE I,50,People who use interceptor,NA,test,Mosquito Nets
953,8,PARCELLE I,46,Do you have a mosquito net?,46,test,Mosquito Nets
954,8,PARCELLE I,46,Do you own a net to scare mosquitos?,46,test,Mosquito Nets
955,8,PARCELLE I,46,Do you own a net to fish?,0,test,Mosquito Nets
956,8,PARCELLE I,46,Do you own a net to catch poultry?,0,test,Mosquito Nets
957,8,PARCELLE I,46,Do you own a net for other reasons?,0,test,Mosquito Nets
958,8,PARCELLE I,46,Do you avoid mosquitos with other ways?,0,test,Mosquito Nets
959,8,PARCELLE I,46,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
960,8,PARCELLE I,46,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
961,8,PARCELLE I,46,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
962,8,PARCELLE I,46,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
963,8,PARCELLE I,46,Do you use a mosquito net when you sleep?,44,test,Mosquito Nets
964,8,PARCELLE I,46,How many mosquito nets do you have?,2.130434783,test,Mosquito Nets
965,8,PARCELLE I,46,People who have not responded to where they got their nets,45,test,Mosquito Nets
966,8,PARCELLE I,46,People who got their nets from a street/shop/market,1,test,Mosquito Nets
967,8,PARCELLE I,46,People who got their net from a community officer,NA,test,Mosquito Nets
968,8,PARCELLE I,46,People who dont know where they got their nets,NA,test,Mosquito Nets
969,8,PARCELLE I,46,People who got their net from a public health center,NA,test,Mosquito Nets
970,8,PARCELLE I,46,People who got their net from other places,NA,test,Mosquito Nets
971,8,PARCELLE I,46,People who got their net from a private health center,NA,test,Mosquito Nets
972,8,PARCELLE I,46,People who got their net through an MID campaign,45,test,Mosquito Nets
973,8,PARCELLE I,46,People who did not get a net,1,test,Mosquito Nets
974,8,PARCELLE I,46,People who got a net through CPN,NA,test,Mosquito Nets
975,8,PARCELLE I,46,People who got a net through a vaccination visit,NA,test,Mosquito Nets
976,8,PARCELLE I,46,People who dont know where they got their net,NA,test,Mosquito Nets
977,8,PARCELLE I,46,People who use Permanet brand,42,test,Mosquito Nets
978,8,PARCELLE I,46,People who use other brands,1,test,Mosquito Nets
979,8,PARCELLE I,46,People who use Yorkool,NA,test,Mosquito Nets
980,8,PARCELLE I,46,People who use Super Moustiquaire,NA,test,Mosquito Nets
981,8,PARCELLE I,46,People who use Tsaralay,NA,test,Mosquito Nets
982,8,PARCELLE I,46,People who dont know what brand they use,3,test,Mosquito Nets
983,8,PARCELLE I,46,People who use Royal Sentry,NA,test,Mosquito Nets
984,8,PARCELLE I,46,People who use Olyset,NA,test,Mosquito Nets
985,8,PARCELLE I,46,People who use Bestnet,NA,test,Mosquito Nets
986,8,PARCELLE I,46,People who use interceptor,NA,test,Mosquito Nets
987,9,PARCELLE I,109,Do you have a mosquito net?,109,test,Mosquito Nets
988,9,PARCELLE I,109,Do you own a net to scare mosquitos?,109,test,Mosquito Nets
989,9,PARCELLE I,109,Do you own a net to fish?,2,test,Mosquito Nets
990,9,PARCELLE I,109,Do you own a net to catch poultry?,1,test,Mosquito Nets
991,9,PARCELLE I,109,Do you own a net for other reasons?,13,test,Mosquito Nets
992,9,PARCELLE I,109,Do you avoid mosquitos with other ways?,2,test,Mosquito Nets
993,9,PARCELLE I,109,Do you use spray to avoid mosquitos?,0,test,Mosquito Nets
994,9,PARCELLE I,109,Do you remove puddles to avoid mosquitos?,0,test,Mosquito Nets
995,9,PARCELLE I,109,Do you remove mosquito bushes to avoid mosquitos?,0,test,Mosquito Nets
996,9,PARCELLE I,109,Do you use repellent to avoid mosquitos?,0,test,Mosquito Nets
997,9,PARCELLE I,109,Do you use a mosquito net when you sleep?,101,test,Mosquito Nets
998,9,PARCELLE I,109,How many mosquito nets do you have?,2.211009174,test,Mosquito Nets
999,9,PARCELLE I,109,People who have not responded to where they got their nets,106,test,Mosquito Nets
1000,9,PARCELLE I,109,People who got their nets from a street/shop/market,1,test,Mosquito Nets
1001,9,PARCELLE I,109,People who got their net from a community officer,NA,test,Mosquito Nets
1002,9,PARCELLE I,109,People who dont know where they got their nets,2,test,Mosquito Nets
1003,9,PARCELLE I,109,People who got their net from a public health center,NA,test,Mosquito Nets
1004,9,PARCELLE I,109,People who got their net from other places,NA,test,Mosquito Nets
1005,9,PARCELLE I,109,People who got their net from a private health center,NA,test,Mosquito Nets
1006,9,PARCELLE I,109,People who got their net through an MID campaign,105,test,Mosquito Nets
1007,9,PARCELLE I,109,People who did not get a net,NA,test,Mosquito Nets
1008,9,PARCELLE I,109,People who got a net through CPN,NA,test,Mosquito Nets
1009,9,PARCELLE I,109,People who got a net through a vaccination visit,1,test,Mosquito Nets
1010,9,PARCELLE I,109,People who dont know where they got their net,3,test,Mosquito Nets
1011,9,PARCELLE I,109,People who use Permanet brand,4,test,Mosquito Nets
1012,9,PARCELLE I,109,People who use other brands,97,test,Mosquito Nets
1013,9,PARCELLE I,109,People who use Yorkool,NA,test,Mosquito Nets
1014,9,PARCELLE I,109,People who use Super Moustiquaire,NA,test,Mosquito Nets
1015,9,PARCELLE I,109,People who use Tsaralay,NA,test,Mosquito Nets
1016,9,PARCELLE I,109,People who dont know what brand they use,8,test,Mosquito Nets
1017,9,PARCELLE I,109,People who use Royal Sentry,NA,test,Mosquito Nets
1018,9,PARCELLE I,109,People who use Olyset,NA,test,Mosquito Nets
1019,9,PARCELLE I,109,People who use Bestnet,NA,test,Mosquito Nets
1020,9,PARCELLE I,109,People who use interceptor,NA,test,Mosquito Nets
